unknown_total_rating,unknown_rating_count,Action_total_rating,Action_rating_count,Adventure_total_rating,Adventure_rating_count,Animation_total_rating,Animation_rating_count,Children's_total_rating,Children's_rating_count,Comedy_total_rating,Comedy_rating_count,Crime_total_rating,Crime_rating_count,Documentary_total_rating,Documentary_rating_count,Drama_total_rating,Drama_rating_count,Fantasy_total_rating,Fantasy_rating_count,Film-Noir_total_rating,Film-Noir_rating_count,Horror_total_rating,Horror_rating_count,Musical_total_rating,Musical_rating_count,Mystery_total_rating,Mystery_rating_count,Romance_total_rating,Romance_rating_count,Sci-Fi_total_rating,Sci-Fi_rating_count,Thriller_total_rating,Thriller_rating_count,War_total_rating,War_rating_count,Western_total_rating,Western_rating_count
0.0,0.0,158.0,44.0,122.0,34.0,39.0,11.0,56.0,16.0,150.0,44.0,36.0,10.0,3.0,1.0,190,51,7.0,2.0,5.0,1.0,38.0,11.0,52.0,14.0,31.0,8.0,86,25,143.0,37.0,120.0,34.0,75.0,18.0,5.0,2.0
0.0,0.0,55.0,12.0,33.0,7.0,4.0,1.0,0.0,0.0,270.0,63.0,42.0,10.0,12.0,3.0,163,38,5.0,1.0,14.0,3.0,88.0,21.0,18.0,4.0,20.0,4.0,90,22,44.0,9.0,71.0,16.0,17.0,4.0,2.0,1.0
0.0,0.0,46.0,12.0,20.0,5.0,8.0,2.0,10.0,3.0,74.0,19.0,15.0,4.0,0.0,0.0,84,24,2.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,2.0,47,13,37.0,9.0,38.0,10.0,47.0,11.0,6.0,2.0
0.0,0.0,89.0,30.0,74.0,25.0,45.0,14.0,68.0,23.0,161.0,54.0,32.0,9.0,1.0,1.0,190,58,9.0,3.0,12.0,3.0,18.0,10.0,33.0,11.0,35.0,9.0,111,32,46.0,16.0,81.0,27.0,65.0,18.0,17.0,4.0
0.0,0.0,73.0,27.0,43.0,16.0,38.0,12.0,58.0,19.0,169.0,53.0,33.0,11.0,0.0,0.0,217,64,12.0,4.0,0.0,0.0,31.0,11.0,56.0,17.0,6.0,2.0,148,45,57.0,20.0,86.0,30.0,29.0,9.0,0.0,0.0
0.0,0.0,44.0,17.0,40.0,16.0,10.0,4.0,50.0,21.0,267.0,90.0,56.0,14.0,0.0,0.0,329,72,3.0,2.0,8.0,2.0,4.0,2.0,23.0,7.0,21.0,5.0,204,44,16.0,6.0,96.0,26.0,24.0,6.0,4.0,2.0
0.0,0.0,191.0,51.0,109.0,28.0,79.0,20.0,95.0,27.0,326.0,87.0,68.0,17.0,5.0,1.0,300,81,18.0,6.0,4.0,1.0,16.0,7.0,57.0,16.0,32.0,8.0,229,60,70.0,20.0,149.0,40.0,64.0,18.0,14.0,4.0
0.0,0.0,64.0,17.0,27.0,7.0,11.0,3.0,22.0,6.0,83.0,23.0,24.0,6.0,0.0,0.0,108,26,2.0,1.0,3.0,1.0,0.0,0.0,14.0,3.0,9.0,3.0,58,15,18.0,5.0,84.0,22.0,35.0,8.0,3.0,1.0
0.0,0.0,98.0,51.0,58.0,27.0,6.0,2.0,33.0,14.0,297.0,110.0,94.0,31.0,19.0,4.0,506,148,8.0,4.0,34.0,10.0,46.0,18.0,37.0,14.0,66.0,19.0,163,59,95.0,36.0,151.0,53.0,84.0,28.0,21.0,7.0
0.0,0.0,59.0,16.0,30.0,8.0,0.0,0.0,0.0,0.0,43.0,12.0,13.0,3.0,0.0,0.0,73,18,0.0,0.0,4.0,1.0,15.0,4.0,5.0,1.0,7.0,2.0,36,9,32.0,9.0,39.0,10.0,29.0,8.0,4.0,1.0
0.0,0.0,157.0,46.0,104.0,32.0,36.0,10.0,81.0,23.0,308.0,87.0,42.0,11.0,7.0,2.0,540,152,7.0,2.0,20.0,5.0,16.0,4.0,91.0,24.0,49.0,14.0,196,52,95.0,26.0,96.0,29.0,124.0,33.0,27.0,8.0
0.0,0.0,148.0,36.0,99.0,23.0,6.0,2.0,19.0,5.0,121.0,30.0,67.0,14.0,5.0,1.0,244,56,0.0,0.0,0.0,0.0,26.0,6.0,19.0,4.0,17.0,4.0,103,23,77.0,20.0,148.0,34.0,91.0,23.0,5.0,1.0
0.0,0.0,60.0,19.0,31.0,9.0,4.0,1.0,4.0,1.0,41.0,13.0,27.0,7.0,4.0,1.0,173,43,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,65,17,33.0,10.0,58.0,17.0,37.0,10.0,0.0,0.0
0.0,0.0,62.0,37.0,40.0,20.0,57.0,21.0,81.0,29.0,234.0,88.0,81.0,25.0,8.0,2.0,209,71,9.0,5.0,11.0,3.0,43.0,18.0,58.0,17.0,23.0,8.0,82,35,57.0,28.0,101.0,41.0,10.0,7.0,0.0,0.0
0.0,0.0,12.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,2.0,0.0,0.0,25,9,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,8.0,4.0,24,8,0.0,0.0,22.0,10.0,8.0,3.0,0.0,0.0
0.0,0.0,28.0,9.0,19.0,5.0,2.0,1.0,2.0,1.0,18.0,8.0,4.0,1.0,0.0,0.0,61,18,1.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,3.0,1.0,40,11,20.0,6.0,15.0,6.0,22.0,6.0,0.0,0.0
0.0,0.0,9.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,25.0,8.0,4.0,1.0,0.0,0.0,36,12,0.0,0.0,10.0,3.0,5.0,1.0,3.0,1.0,7.0,2.0,27,8,5.0,1.0,14.0,4.0,6.0,2.0,4.0,1.0
0.0,0.0,17.0,5.0,9.0,3.0,0.0,0.0,5.0,1.0,45.0,12.0,0.0,0.0,0.0,0.0,38,11,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1.0,0.0,0.0,15,5,4.0,1.0,7.0,2.0,4.0,1.0,5.0,1.0
3.0,1.0,324.0,113.0,164.0,55.0,54.0,16.0,58.0,21.0,333.0,118.0,91.0,29.0,4.0,1.0,250,76,12.0,5.0,26.0,7.0,67.0,27.0,45.0,15.0,54.0,16.0,134,43,158.0,51.0,252.0,86.0,77.0,20.0,34.0,10.0
4.0,1.0,176.0,56.0,107.0,33.0,53.0,14.0,71.0,29.0,246.0,82.0,35.0,9.0,0.0,0.0,72,27,5.0,2.0,5.0,1.0,71.0,28.0,40.0,12.0,9.0,3.0,44,19,116.0,33.0,56.0,19.0,45.0,14.0,5.0,2.0
0.0,0.0,11.0,4.0,3.0,1.0,0.0,0.0,3.0,1.0,21.0,6.0,8.0,2.0,0.0,0.0,72,18,3.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,1.0,29,8,7.0,3.0,19.0,5.0,15.0,4.0,0.0,0.0
0.0,0.0,55.0,16.0,27.0,9.0,3.0,1.0,3.0,1.0,30.0,9.0,11.0,3.0,0.0,0.0,50,14,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,1.0,27,8,30.0,8.0,42.0,12.0,19.0,5.0,0.0,0.0
0.0,0.0,95.0,25.0,68.0,18.0,51.0,12.0,75.0,19.0,378.0,102.0,51.0,12.0,12.0,4.0,576,141,14.0,4.0,14.0,4.0,16.0,5.0,90.0,24.0,35.0,9.0,253,68,51.0,15.0,89.0,23.0,108.0,27.0,15.0,4.0
0.0,0.0,98.0,35.0,49.0,17.0,6.0,2.0,13.0,4.0,90.0,33.0,34.0,9.0,0.0,0.0,135,41,0.0,0.0,5.0,1.0,9.0,3.0,0.0,0.0,18.0,6.0,66,20,46.0,16.0,83.0,29.0,25.0,8.0,2.0,1.0
5.0,1.0,466.0,120.0,224.0,57.0,86.0,19.0,149.0,35.0,357.0,92.0,117.0,30.0,4.0,1.0,429,102,22.0,5.0,11.0,3.0,137.0,35.0,79.0,17.0,47.0,12.0,202,47,216.0,55.0,404.0,102.0,73.0,17.0,10.0,3.0
0.0,0.0,287.0,73.0,141.0,36.0,20.0,4.0,40.0,9.0,223.0,57.0,66.0,18.0,0.0,0.0,277,68,4.0,1.0,14.0,3.0,38.0,10.0,25.0,6.0,26.0,6.0,222,55,100.0,25.0,294.0,71.0,47.0,11.0,15.0,4.0
4.0,1.0,250.0,75.0,123.0,42.0,40.0,12.0,55.0,25.0,316.0,91.0,86.0,25.0,24.0,5.0,420,107,7.0,2.0,5.0,1.0,45.0,13.0,38.0,13.0,18.0,5.0,173,44,172.0,43.0,188.0,52.0,92.0,25.0,22.0,6.0
0.0,0.0,268.0,70.0,158.0,41.0,65.0,18.0,85.0,25.0,272.0,81.0,28.0,7.0,0.0,0.0,152,39,13.0,4.0,4.0,1.0,42.0,10.0,44.0,13.0,12.0,3.0,132,36,150.0,37.0,148.0,39.0,50.0,12.0,20.0,6.0
0.0,0.0,59.0,22.0,36.0,12.0,2.0,2.0,13.0,7.0,75.0,28.0,15.0,6.0,0.0,0.0,153,48,10.0,3.0,6.0,2.0,2.0,2.0,4.0,2.0,17.0,7.0,86,25,32.0,12.0,59.0,25.0,34.0,10.0,0.0,0.0
0.0,0.0,177.0,57.0,56.0,18.0,5.0,2.0,15.0,5.0,273.0,84.0,73.0,23.0,9.0,3.0,341,100,10.0,3.0,7.0,2.0,10.0,3.0,16.0,5.0,24.0,8.0,160,51,50.0,17.0,154.0,51.0,68.0,19.0,18.0,6.0
0.0,0.0,61.0,17.0,35.0,9.0,4.0,1.0,24.0,6.0,89.0,24.0,25.0,6.0,11.0,3.0,227,58,4.0,1.0,5.0,1.0,3.0,1.0,33.0,8.0,17.0,4.0,104,26,45.0,11.0,38.0,9.0,59.0,16.0,7.0,2.0
0.0,0.0,34.0,9.0,31.0,7.0,12.0,3.0,17.0,4.0,48.0,12.0,12.0,3.0,0.0,0.0,133,30,0.0,0.0,9.0,2.0,3.0,1.0,12.0,3.0,17.0,4.0,37,9,31.0,8.0,36.0,9.0,25.0,6.0,0.0,0.0
0.0,0.0,31.0,13.0,14.0,7.0,1.0,1.0,4.0,4.0,47.0,18.0,16.0,6.0,1.0,1.0,88,31,0.0,0.0,3.0,1.0,0.0,0.0,6.0,3.0,7.0,3.0,47,17,11.0,5.0,22.0,7.0,20.0,8.0,4.0,2.0
0.0,0.0,47.0,12.0,59.0,15.0,62.0,14.0,57.0,15.0,89.0,20.0,11.0,3.0,0.0,0.0,92,25,0.0,0.0,5.0,1.0,4.0,2.0,49.0,11.0,6.0,2.0,39,9,58.0,13.0,18.0,5.0,41.0,10.0,2.0,1.0
0.0,0.0,137.0,33.0,74.0,17.0,9.0,2.0,32.0,9.0,366.0,118.0,19.0,8.0,1.0,1.0,141,41,9.0,3.0,3.0,1.0,8.0,3.0,41.0,10.0,27.0,7.0,149,37,77.0,20.0,95.0,24.0,88.0,21.0,15.0,4.0
0.0,0.0,171.0,46.0,106.0,29.0,16.0,6.0,92.0,29.0,236.0,74.0,14.0,5.0,0.0,0.0,143,42,18.0,6.0,0.0,0.0,10.0,4.0,16.0,6.0,23.0,6.0,120,33,50.0,13.0,123.0,32.0,40.0,12.0,8.0,2.0
0.0,0.0,64.0,15.0,25.0,6.0,0.0,0.0,8.0,2.0,50.0,12.0,29.0,6.0,8.0,2.0,96,22,4.0,1.0,5.0,1.0,24.0,6.0,0.0,0.0,10.0,2.0,27,7,35.0,8.0,43.0,10.0,51.0,12.0,0.0,0.0
0.0,0.0,166.0,45.0,115.0,28.0,47.0,10.0,58.0,15.0,443.0,110.0,44.0,12.0,12.0,3.0,549,137,11.0,3.0,45.0,11.0,35.0,11.0,96.0,22.0,75.0,20.0,318,76,123.0,30.0,172.0,46.0,107.0,25.0,31.0,8.0
0.0,0.0,104.0,29.0,49.0,15.0,11.0,3.0,9.0,3.0,39.0,11.0,33.0,9.0,1.0,1.0,89,21,8.0,2.0,6.0,2.0,10.0,3.0,0.0,0.0,31.0,8.0,45,10,46.0,11.0,107.0,30.0,22.0,5.0,0.0,0.0
0.0,0.0,138.0,30.0,56.0,12.0,39.0,8.0,52.0,11.0,156.0,39.0,90.0,19.0,0.0,0.0,245,56,5.0,1.0,25.0,6.0,39.0,9.0,47.0,10.0,36.0,8.0,112,27,74.0,16.0,151.0,34.0,54.0,13.0,12.0,3.0
0.0,0.0,139.0,33.0,73.0,18.0,6.0,3.0,16.0,6.0,38.0,11.0,25.0,7.0,0.0,0.0,182,46,5.0,1.0,8.0,2.0,24.0,6.0,17.0,6.0,36.0,9.0,52,15,70.0,16.0,99.0,24.0,82.0,19.0,12.0,3.0
0.0,0.0,200.0,58.0,90.0,26.0,13.0,3.0,19.0,4.0,144.0,41.0,71.0,21.0,0.0,0.0,147,40,6.0,2.0,6.0,2.0,33.0,10.0,10.0,3.0,52.0,15.0,91,24,83.0,22.0,179.0,55.0,56.0,13.0,3.0,1.0
0.0,0.0,20.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,8.0,2.0,0.0,0.0,53,19,0.0,0.0,5.0,1.0,4.0,1.0,0.0,0.0,10.0,4.0,20,8,4.0,3.0,34.0,13.0,7.0,2.0,0.0,0.0
0.0,0.0,14.0,3.0,5.0,1.0,0.0,0.0,10.0,2.0,23.0,6.0,4.0,1.0,0.0,0.0,31,8,0.0,0.0,0.0,0.0,14.0,4.0,4.0,2.0,14.0,4.0,14,5,5.0,1.0,22.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,168.0,48.0,125.0,37.0,72.0,22.0,109.0,34.0,143.0,42.0,17.0,5.0,8.0,2.0,102,28,18.0,6.0,4.0,1.0,26.0,7.0,73.0,21.0,12.0,4.0,75,20,119.0,34.0,76.0,21.0,44.0,11.0,0.0,0.0
0.0,0.0,69.0,18.0,65.0,14.0,25.0,6.0,24.0,6.0,141.0,35.0,27.0,6.0,7.0,2.0,159,39,3.0,1.0,14.0,3.0,4.0,1.0,17.0,5.0,27.0,6.0,82,21,55.0,13.0,53.0,13.0,40.0,10.0,4.0,1.0
0.0,0.0,189.0,48.0,148.0,35.0,40.0,10.0,110.0,27.0,285.0,67.0,37.0,9.0,5.0,1.0,331,73,17.0,4.0,9.0,2.0,21.0,6.0,97.0,22.0,27.0,6.0,218,49,92.0,24.0,75.0,20.0,76.0,17.0,26.0,7.0
0.0,0.0,72.0,17.0,47.0,11.0,28.0,7.0,59.0,15.0,109.0,25.0,49.0,12.0,10.0,2.0,280,63,4.0,1.0,7.0,2.0,8.0,2.0,35.0,9.0,16.0,4.0,92,20,31.0,8.0,46.0,12.0,72.0,16.0,17.0,4.0
0.0,0.0,81.0,23.0,37.0,10.0,12.0,3.0,14.0,3.0,127.0,33.0,77.0,19.0,9.0,2.0,275,69,0.0,0.0,8.0,2.0,16.0,4.0,17.0,4.0,43.0,11.0,107,30,55.0,15.0,98.0,25.0,41.0,11.0,0.0,0.0
0.0,0.0,24.0,8.0,11.0,4.0,0.0,0.0,0.0,0.0,40.0,12.0,14.0,3.0,4.0,1.0,69,18,0.0,0.0,5.0,1.0,0.0,0.0,4.0,1.0,5.0,1.0,29,9,23.0,7.0,13.0,4.0,13.0,4.0,0.0,0.0
0.0,0.0,43.0,13.0,9.0,3.0,0.0,0.0,2.0,1.0,31.0,12.0,14.0,4.0,0.0,0.0,100,31,2.0,1.0,8.0,2.0,6.0,3.0,3.0,1.0,14.0,4.0,30,9,18.0,5.0,65.0,19.0,17.0,5.0,0.0,0.0
0.0,0.0,141.0,38.0,119.0,30.0,40.0,9.0,38.0,9.0,144.0,37.0,20.0,6.0,10.0,3.0,130,34,11.0,3.0,5.0,1.0,12.0,4.0,51.0,12.0,7.0,2.0,83,21,126.0,32.0,45.0,14.0,53.0,14.0,0.0,0.0
3.0,1.0,158.0,50.0,74.0,22.0,28.0,9.0,41.0,14.0,205.0,62.0,72.0,19.0,4.0,1.0,250,67,3.0,1.0,8.0,2.0,42.0,12.0,34.0,10.0,34.0,9.0,136,38,75.0,23.0,175.0,50.0,70.0,21.0,10.0,3.0
0.0,0.0,109.0,37.0,46.0,16.0,8.0,2.0,20.0,6.0,131.0,42.0,41.0,13.0,0.0,0.0,139,38,6.0,2.0,4.0,1.0,17.0,8.0,13.0,4.0,18.0,8.0,102,29,19.0,9.0,81.0,29.0,24.0,6.0,14.0,4.0
0.0,0.0,46.0,11.0,13.0,3.0,0.0,0.0,0.0,0.0,32.0,9.0,25.0,6.0,0.0,0.0,106,28,0.0,0.0,5.0,1.0,4.0,2.0,4.0,2.0,22.0,6.0,36,9,26.0,6.0,65.0,17.0,17.0,4.0,0.0,0.0
0.0,0.0,135.0,42.0,100.0,32.0,64.0,22.0,72.0,25.0,62.0,20.0,0.0,0.0,0.0,0.0,59,18,7.0,2.0,3.0,1.0,13.0,4.0,52.0,18.0,9.0,3.0,28,9,84.0,26.0,62.0,19.0,34.0,10.0,6.0,2.0
0.0,0.0,24.0,7.0,6.0,2.0,6.0,2.0,6.0,2.0,28.0,8.0,0.0,0.0,0.0,0.0,63,15,0.0,0.0,0.0,0.0,5.0,1.0,6.0,2.0,5.0,1.0,19,5,17.0,5.0,20.0,6.0,12.0,3.0,0.0,0.0
0.0,0.0,38.0,11.0,9.0,3.0,0.0,0.0,3.0,1.0,90.0,26.0,34.0,10.0,0.0,0.0,63,18,0.0,0.0,12.0,3.0,10.0,3.0,8.0,2.0,12.0,3.0,22,6,21.0,6.0,80.0,20.0,8.0,2.0,4.0,1.0
0.0,0.0,21.0,5.0,11.0,3.0,5.0,1.0,8.0,2.0,43.0,13.0,26.0,6.0,4.0,1.0,130,33,0.0,0.0,4.0,1.0,7.0,2.0,23.0,6.0,9.0,2.0,64,17,8.0,2.0,35.0,9.0,21.0,5.0,5.0,1.0
0.0,0.0,288.0,81.0,133.0,37.0,9.0,2.0,9.0,2.0,210.0,55.0,103.0,27.0,0.0,0.0,196,48,6.0,2.0,21.0,5.0,21.0,6.0,8.0,2.0,29.0,7.0,130,33,124.0,35.0,140.0,39.0,89.0,22.0,22.0,6.0
0.0,0.0,21.0,9.0,11.0,4.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,3.0,0.0,0.0,14,6,0.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0,12.0,4.0,6,3,12.0,4.0,24.0,10.0,8.0,3.0,0.0,0.0
0.0,0.0,129.0,39.0,103.0,28.0,45.0,11.0,56.0,15.0,182.0,50.0,27.0,7.0,3.0,1.0,206,54,5.0,2.0,8.0,2.0,12.0,5.0,58.0,16.0,21.0,5.0,121,34,109.0,30.0,75.0,21.0,46.0,13.0,14.0,4.0
0.0,0.0,113.0,29.0,47.0,12.0,11.0,3.0,11.0,4.0,154.0,40.0,67.0,15.0,14.0,3.0,352,80,0.0,0.0,14.0,3.0,0.0,0.0,20.0,5.0,33.0,7.0,137,32,71.0,16.0,93.0,22.0,69.0,15.0,10.0,2.0
0.0,0.0,42.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,3.0,0.0,0.0,34,9,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,19.0,5.0,16,4,16.0,4.0,56.0,15.0,10.0,3.0,0.0,0.0
0.0,0.0,33.0,8.0,20.0,5.0,0.0,0.0,0.0,0.0,40.0,10.0,25.0,6.0,0.0,0.0,99,25,0.0,0.0,20.0,5.0,13.0,3.0,5.0,2.0,29.0,8.0,32,8,42.0,10.0,32.0,8.0,35.0,8.0,0.0,0.0
0.0,0.0,92.0,27.0,62.0,18.0,5.0,1.0,11.0,3.0,61.0,16.0,13.0,4.0,0.0,0.0,108,31,0.0,0.0,10.0,2.0,9.0,2.0,10.0,3.0,11.0,3.0,47,14,61.0,17.0,49.0,14.0,50.0,14.0,2.0,1.0
0.0,0.0,119.0,30.0,48.0,12.0,5.0,1.0,10.0,2.0,124.0,28.0,27.0,6.0,0.0,0.0,243,56,5.0,1.0,0.0,0.0,106.0,24.0,15.0,3.0,22.0,6.0,190,43,60.0,15.0,191.0,44.0,32.0,7.0,4.0,1.0
0.0,0.0,33.0,8.0,12.0,3.0,0.0,0.0,9.0,2.0,95.0,23.0,0.0,0.0,4.0,1.0,126,31,4.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,14.0,3.0,64,16,17.0,5.0,21.0,5.0,20.0,5.0,7.0,2.0
0.0,0.0,27.0,7.0,4.0,1.0,0.0,0.0,7.0,2.0,23.0,7.0,6.0,2.0,0.0,0.0,28,7,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,12.0,3.0,11,3,3.0,1.0,40.0,10.0,13.0,3.0,0.0,0.0
0.0,0.0,66.0,20.0,60.0,18.0,9.0,3.0,18.0,6.0,64.0,25.0,4.0,1.0,0.0,0.0,54,18,8.0,3.0,0.0,0.0,8.0,3.0,3.0,1.0,4.0,1.0,50,15,32.0,10.0,47.0,16.0,15.0,4.0,3.0,1.0
0.0,0.0,119.0,37.0,66.0,21.0,25.0,6.0,43.0,11.0,260.0,75.0,52.0,15.0,17.0,5.0,547,141,10.0,3.0,21.0,5.0,29.0,9.0,54.0,14.0,34.0,9.0,254,67,61.0,19.0,87.0,26.0,82.0,21.0,9.0,3.0
0.0,0.0,39.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,26.0,8.0,31.0,8.0,0.0,0.0,102,27,0.0,0.0,4.0,1.0,4.0,1.0,5.0,1.0,26.0,7.0,29,8,3.0,1.0,70.0,19.0,19.0,5.0,0.0,0.0
0.0,0.0,23.0,8.0,10.0,3.0,0.0,0.0,11.0,4.0,22.0,7.0,6.0,2.0,0.0,0.0,41,11,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,4.0,19,6,15.0,5.0,24.0,9.0,10.0,3.0,0.0,0.0
0.0,0.0,116.0,30.0,72.0,19.0,9.0,2.0,31.0,7.0,74.0,20.0,21.0,6.0,0.0,0.0,153,40,5.0,1.0,4.0,1.0,23.0,6.0,21.0,5.0,7.0,2.0,67,17,106.0,28.0,72.0,20.0,47.0,12.0,3.0,1.0
0.0,0.0,69.0,20.0,35.0,8.0,3.0,1.0,5.0,1.0,46.0,12.0,42.0,11.0,9.0,2.0,113,28,0.0,0.0,4.0,1.0,16.0,4.0,4.0,1.0,16.0,5.0,47,11,40.0,10.0,82.0,24.0,20.0,6.0,0.0,0.0
0.0,0.0,66.0,25.0,29.0,10.0,0.0,0.0,0.0,0.0,88.0,32.0,50.0,18.0,2.0,1.0,162,57,1.0,1.0,9.0,3.0,6.0,3.0,4.0,1.0,26.0,10.0,57,20,37.0,13.0,66.0,28.0,24.0,10.0,1.0,1.0
0.0,0.0,28.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,4.0,12.0,3.0,0.0,0.0,32,7,0.0,0.0,5.0,1.0,18.0,5.0,4.0,1.0,9.0,2.0,18,5,6.0,3.0,41.0,12.0,12.0,3.0,0.0,0.0
0.0,0.0,172.0,48.0,66.0,18.0,8.0,2.0,27.0,7.0,194.0,52.0,78.0,21.0,22.0,5.0,437,116,13.0,3.0,13.0,4.0,13.0,5.0,15.0,5.0,49.0,14.0,157,41,79.0,23.0,152.0,44.0,86.0,22.0,9.0,3.0
0.0,0.0,24.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,16.0,4.0,12.0,4.0,0.0,0.0,58,15,0.0,0.0,4.0,1.0,9.0,3.0,0.0,0.0,10.0,3.0,15,4,6.0,2.0,40.0,12.0,7.0,2.0,0.0,0.0
0.0,0.0,19.0,6.0,7.0,3.0,0.0,0.0,6.0,2.0,15.0,6.0,2.0,1.0,0.0,0.0,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,10,3,5.0,2.0,26.0,8.0,3.0,2.0,0.0,0.0
0.0,0.0,32.0,9.0,14.0,4.0,13.0,3.0,9.0,3.0,47.0,13.0,7.0,2.0,0.0,0.0,32,8,0.0,0.0,3.0,1.0,7.0,2.0,12.0,3.0,15.0,4.0,17,4,23.0,6.0,39.0,12.0,10.0,2.0,0.0,0.0
0.0,0.0,117.0,33.0,39.0,10.0,3.0,1.0,5.0,3.0,77.0,24.0,83.0,21.0,0.0,0.0,195,52,0.0,0.0,21.0,5.0,23.0,6.0,13.0,4.0,39.0,12.0,62,18,78.0,22.0,123.0,34.0,37.0,11.0,9.0,2.0
0.0,0.0,50.0,14.0,43.0,12.0,6.0,2.0,17.0,5.0,38.0,11.0,22.0,6.0,0.0,0.0,64,19,0.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,28,7,30.0,8.0,33.0,10.0,27.0,7.0,0.0,0.0
0.0,0.0,100.0,39.0,38.0,16.0,31.0,9.0,30.0,12.0,94.0,32.0,51.0,15.0,3.0,1.0,139,47,8.0,2.0,6.0,2.0,167.0,61.0,19.0,7.0,22.0,9.0,38,15,58.0,23.0,172.0,66.0,15.0,6.0,0.0,0.0
0.0,0.0,274.0,76.0,108.0,32.0,3.0,1.0,4.0,2.0,47.0,17.0,52.0,18.0,0.0,0.0,127,37,0.0,0.0,11.0,3.0,19.0,6.0,11.0,3.0,18.0,6.0,66,22,88.0,24.0,124.0,36.0,66.0,17.0,23.0,5.0
0.0,0.0,37.0,9.0,0.0,0.0,5.0,1.0,13.0,4.0,30.0,9.0,2.0,1.0,0.0,0.0,38,10,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,22,5,4.0,1.0,34.0,9.0,12.0,3.0,0.0,0.0
0.0,0.0,65.0,16.0,31.0,8.0,0.0,0.0,4.0,1.0,82.0,24.0,15.0,4.0,0.0,0.0,118,28,4.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,7.0,2.0,84,21,33.0,8.0,47.0,12.0,25.0,6.0,0.0,0.0
0.0,0.0,88.0,28.0,53.0,16.0,16.0,4.0,39.0,10.0,83.0,28.0,27.0,8.0,0.0,0.0,238,62,6.0,2.0,4.0,1.0,18.0,5.0,37.0,9.0,24.0,7.0,110,30,37.0,14.0,89.0,28.0,60.0,15.0,24.0,6.0
0.0,0.0,133.0,35.0,79.0,19.0,18.0,5.0,62.0,15.0,105.0,25.0,18.0,4.0,0.0,0.0,238,55,13.0,3.0,4.0,1.0,13.0,3.0,41.0,10.0,26.0,8.0,85,21,66.0,17.0,100.0,29.0,99.0,23.0,26.0,6.0
0.0,0.0,331.0,87.0,190.0,47.0,23.0,7.0,56.0,15.0,231.0,72.0,73.0,22.0,0.0,0.0,236,72,23.0,6.0,7.0,2.0,51.0,16.0,33.0,10.0,26.0,7.0,130,36,168.0,41.0,236.0,64.0,68.0,17.0,7.0,2.0
0.0,0.0,213.0,60.0,136.0,37.0,27.0,9.0,63.0,19.0,197.0,56.0,61.0,16.0,15.0,5.0,289,78,16.0,4.0,3.0,1.0,43.0,12.0,47.0,13.0,20.0,6.0,130,36,125.0,33.0,131.0,39.0,98.0,26.0,13.0,4.0
0.0,0.0,33.0,9.0,16.0,5.0,0.0,0.0,0.0,0.0,41.0,11.0,24.0,6.0,0.0,0.0,78,22,0.0,0.0,8.0,2.0,8.0,2.0,6.0,2.0,20.0,6.0,19,5,53.0,12.0,49.0,13.0,30.0,8.0,4.0,1.0
0.0,0.0,74.0,19.0,52.0,13.0,8.0,2.0,23.0,6.0,172.0,43.0,41.0,10.0,19.0,4.0,324,76,5.0,1.0,24.0,5.0,37.0,9.0,36.0,9.0,58.0,13.0,112,28,74.0,17.0,94.0,22.0,74.0,21.0,4.0,2.0
0.0,0.0,135.0,32.0,83.0,19.0,13.0,4.0,22.0,6.0,88.0,25.0,29.0,6.0,0.0,0.0,103,24,7.0,2.0,0.0,0.0,19.0,6.0,16.0,5.0,10.0,2.0,59,13,96.0,23.0,119.0,30.0,33.0,7.0,0.0,0.0
